Source,job_title,company_name,salary,location,short_summary,link
indeed,"
Tax Associate, India Operations",,,,"To perform this job successfully, an individual must have intermediate skills in Microsoftï¿½ï¿½ Word, Excel, and Outl",https://www.indeed.co.in/rc/clk?jk=34dbb50f285f2af0&fccid=9e9202ec0ba64559&vjs=3
indeed,"
Patrol Staff ï¿½ï¿½ï¿½ Night","
BUS TV",,,Qualification :-ITI/Diploma Electrical or CCTV Installation Course will be an advantage.,https://www.indeed.co.in/rc/clk?jk=fcd242a72d104cd4&fccid=a4ec57ff86d916ab&vjs=3
indeed,"
English-Hindi Translator","
eBhasha Setu",,,"Translators are expected to work on an average daily output of 1500 to 2,000 words for reviewers.",https://www.indeed.co.in/rc/clk?jk=1261d7ce2ade4fb7&fccid=1ef4e25c22b4f5f2&vjs=3
indeed,"
Corporate Trainer","
JoulestoWatts","
ï¿½ï¿½ï¿½10,00,000 - ï¿½ï¿½ï¿½15,0",,"Graduate/postgraduate with around 12+ years of experience in large enterprise business/Organizations ï¿½ï¿½ï¿½ Certified on JAVA ï¿½ï¿½ï¿½ Experienced trainer in JAVA",https://www.indeed.co.in/company/Joulestowatts/jobs/Corporate-Trainer-61ee598edc845dc6?fccid=6830daf63482baaf&vjs=3
indeed,"
Online Python Trainer (Female candidates only)","
Whitehat Education Technology Pvt. Ltd.","
ï¿½ï¿½ï¿½30,000 - ï¿½ï¿½ï¿½50","Hyderabad, Telangana",WhiteHat Jr provides curriculum and digital platform and trains you free as a Certified Coding Expert.,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0DeaRJ22kxg2JqrXyYf-GtO-_gK1Fzeq_EbcCN_nic61FvK2w2XEXvdTXwDDLQRWDyr0ztTlpcQ5J4Wydcp43Aoh8yng5IZfhVHau2jaKBBWnmKW8z5iXKmfcZ2_AFyRBjVhx3KVM8_57EEYzsfC0U4U1bnuwHqZOsDpu0ym-DrpnBEqmquNcFF0mEQCILfmLCJd1FpO7E8ultVqVL2SlSMolJ7wuVUZKakTVD38Ds8MArj6SbE5dIxBcVY5nlpAyGO704ICFQh3tCJxHp0EvfDZXH3GsxHcfZjcr-y6isvybvdG7Xrr2EiJw9-Qx_KJLqgPhVnoFlwt5K3HGd5fWfCACDpAsUmLKGaLX2AiPG_StU4DAG8A-HkGBSY6wpKJ69O6wHCuYvDWnccaxjrlJk335Gaq16Z0gq9_x_ryHRDb4Qrxfl3cso-QPZjwNr4ZUEIL9JsUvkO2iHHS-EZcQiHrkckd7qwDsGMEKKN36iZT8ecvLoSh3C8BBcQtAsW-1uFRaNn7zssAilEE67k9Ker-EBd4S44fbcbl_y89PndbQr4uciJ6g6Jb0K6jy7JdmI=&p=13&fvj=1&vjs=3
indeed,"
Online Tutor - Women Candidates Only","
Whitehat Education Technology Pvt. Ltd.","
ï¿½ï¿½ï¿½30,000 - ï¿½ï¿½ï¿½50","Hyderabad, Telangana",WhiteHat Jr provides curriculum and digital platform and trains you free as a Certified Early Childhood Coding Expert.,https://www.indeed.co.in/cmp/Whitehat-Education-Technology-Pvt.-Ltd.
indeed,"
Content Writer (Freshers from Hyderabad only)","
Zesro Technologies Private Limited","
ï¿½ï¿½ï¿½1,40,000 - ï¿½ï¿½ï¿½1,8","Hyderabad, Telangana",Passionate about the Web and Online shopping industry.,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0BUsXevBn_kyQJs-kvIe6dbwKTJodQnIsEZIiwlh3rjZGpDZT3T5qd6iQFoPb2ZdfWTsUb1KlutoQERxcuUCHV8A_R3V7YfYB2yEnGFZXtM1Bqihm2zfukMjr1Lj-Omz0L5tzeSyHLH7pCJYxGeq2sHQR3OwyQEYmj-KZzmschOjTzA1uiF3OcNphFX6etJFhqJrXmwqPZSmKfXpAX6rMly38eBtGglXZT5gy6uc3GEIJ8_44lnxhKkxur6-DwXBKT3nd313slvbAa_-iMlhu7iEa3EZfiufIA7FWlRBjyN_dBp-FxzJ17hIm13Z4wfLkiagOvNAm33UUwXVTcVNVGTIB_qy5TcDU8MRMN9MVWOsmY6t92e03LZ_OcOdED0TworD1qr-sttOhv0toxQjnIy2Khm2nmTqx_G3WSVtnlJEn5c9ddRVFOOMfznL5PHLW33CIVkijOKJ-FaNkANr9cf&p=1&fvj=1&vjs=3
indeed,"
Front Desk Receptionist/Administrative Assistant","
PIXELS ACADEMY",,"Hyderabad, Telangana","Currently, we have an opening for Front Desk Receptionist/Administrative Assistant She will be responsible for making calls & attending visitors and givingï¿½",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0C70jkagQwK6tJB3ffV_g9HA87zDNSq28y8PK5huzmiRERzUSI_ea5Wr3Cc-9qFqC7yx6vnzt-68o6bMUQG9v1vadht76yv-o1QG9aYe6QA8TWeZz39lIZiuqCctKf3ApIVxmyeHNzDDAQ946d_TvD-DIL-DEHYtDnT_iwUuGVjWM2PKtAORzytPjf1mdVD9jO6BKAIXifefVzpunlIANvz_rd7SdIO5_H3NJfRA_yXoUOk-DdGwfXiPRCseuWKHgrQFqBTwSiqLU08rm2ivcX8jOEE_yLBuEbPza9CMUwLvRyaIyccmfiDxMaU4tj1fTJmQ6SfE5UnQwjP0nejlL5x8LxF1tg1dZxR2HUg0IY9L6bqtyf6O0FdhayDJwBhd0xbqqhZJqmGEJ2iOawfdhCcN6lPJtpE-rUkRYLayl-3nznJxCD4akRyamu_JlK12W0NWCPR76epcjUl1k02W91jB1dh-CU9K4c=&p=2&fvj=1&vjs=3
indeed,"
Urgent Required Medical Sales Personal for MNC","
The Waxpol Industries Private Limited",,,Minimum 3-5 years of experience in selling Personal care and OTC products.,https://www.indeed.co.in/company/The-Waxpol-Industries-Private-Limited/jobs/Medical-Sales-Personal-Mnc-2980df16d93eaae3?fccid=5dae931847b9b497&vjs=3
indeed,"
Camera Handling part time job/internship at Hyderabad","
Askmentor","
ï¿½ï¿½ï¿½4,000 a",,Only those students or freshers can apply who:,https://www.indeed.co.in/rc/clk?jk=e9432681dfab5872&fccid=bf081eb7425cea42&vjs=3
indeed,"
Program Producer","
Sun TV Network Limited (Gemini TV)","
ï¿½ï¿½ï¿½2,50,000 ",,We are looking for a program producer to join our Kids channel team.,https://www.indeed.co.in/company/Sun-TV-Network-Limited-(Gemini-TV)/jobs/Program-Producer-a118dc8690919d7f?fccid=66a5a4251fa4305a&vjs=3
indeed,"
Private Secretary","
Sardar Vallabhbhai Patel National Police Academy (...",,,Sardar Vallabhbhai Patel National Police Academy inviting applications for the posts of Private Secretary in SVPNPA Hyderabad.,https://www.indeed.co.in/rc/clk?jk=105505411c8950e7&fccid=428ff70a95d8c47e&vjs=3
indeed,"
Trainee Sign Maker","
Right Signage",,,"Ability to interpret briefs accurately, with an excellent attention to detail.",https://www.indeed.co.in/rc/clk?jk=d24122b3762a09a7&fccid=fb2a18f436b33fac&vjs=3
indeed,"
Accounts & Audit Assistant",,"
ï¿½ï¿½ï¿½35,000 - ï¿½ï¿½ï¿½45",,"Salary: ï¿½ï¿½ï¿½35,000.00 to ï¿½ï¿½ï¿½45,00",https://www.indeed.co.in/company/MS-Agarwal-Foundries-pvt-Ltd/jobs/Account-Audit-Assistant-aab25818f5713102?fccid=f3f9ae157f34132e&vjs=3
indeed,"
RM-Retail Agri",,,,To coordinate with Remedial team for NPA cases and work towards recovery of the same To coordinate with the local Operations team for disbursement Liaise withï¿½,https://www.indeed.co.in/rc/clk?jk=a1357b070a90db98&fccid=a6fab41a2a4262c5&vjs=3
indeed,"
Inside Sales Representative","
Fullfill Compliances",,,Customer Service: Accept incoming calls/inquiries to assist information seekers by facilitating appropriate information and resolve any queries that theï¿½,https://www.indeed.co.in/rc/clk?jk=ef1744060f7131ed&fccid=d3b8ed0d13b991ae&vjs=3
indeed,"
Cutting and tailoring master","
Eeshas fashion","
ï¿½ï¿½ï¿½20,000 - ï¿½ï¿½ï¿½25",,"Salary: ï¿½ï¿½ï¿½20,000.00 to ï¿½ï¿½ï¿½25,00",https://www.indeed.co.in/company/Eeshas-fashion/jobs/Cutting-Tailoring-Master-eb6eb8aac1d9a2c8?fccid=d856ab8d279fe210&vjs=3
indeed,"
Assistant",,,,ýý Responsible to manage the STD/ISD/public telephone booths in the hospital.,https://www.indeed.co.in/rc/clk?jk=39e8b060de45955b&fccid=cce3e9ab7a6f08b8&vjs=3
indeed,"
Online Python Trainer (Female candidates only)","
Whitehat Education Technology Pvt. Ltd.","
ï¿½ï¿½ï¿½30,000 - ï¿½ï¿½ï¿½50","Hyderabad, Telangana",WhiteHat Jr provides curriculum and digital platform and trains you free as a Certified Coding Expert.,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0DeaRJ22kxg2JqrXyYf-GtO-_gK1Fzeq_EbcCN_nic61FvK2w2XEXvdTXwDDLQRWDyr0ztTlpcQ5J4Wydcp43Aoh8yng5IZfhVHau2jaKBBWnmKW8z5iXKmfcZ2_AFyRBjVhx3KVM8_57EEYzsfC0U4U1bnuwHqZOsDpu0ym-DrpnBEqmquNcFFUOYwiQBiE_rWCiPnvurme5MsoFDHNXWljX8cmyh05iPZl33cK8wk_nfVFAxZdmYhiVxzmNVhdYKJJQEzggcjbPnMPYdmq3CH445WLbWSDmhF7-l3HddmwLsvtCw7ZCiPJ3AYkEc8AeKWoliXTcH6JOOrU341wHyOdyUIToy-CPlfE4TDSEutk7MqArQWT8zOHZkqA_U9Synz9KjWa5U_Ek5YTBkap1UHwLZZt11h4kseqJiPgmYOlNFZJj7WuxkQ2L861BYkkIeGI_WtVara6fmbCPSp0_yCFTJGyaFH6a8iDXmBsR3Zz-ouFxsTJ9QmGCBOBz0HUV848c8MW35_T_ui6wa1P7ajirIiZJeOHoK_rWdicAuvnF9viDqtd9V8tnqpegUAp-c=&p=13&fvj=1&vjs=3
indeed,"
Online Tutor - Women Candidates Only","
Whitehat Education Technology Pvt. Ltd.","
ï¿½ï¿½ï¿½30,000 - ï¿½ï¿½ï¿½50","Hyderabad, Telangana",WhiteHat Jr provides curriculum and digital platform and trains you free as a Certified Early Childhood Coding Expert.,https://www.indeed.co.in/cmp/Whitehat-Education-Technology-Pvt.-Ltd.
indeed,"
Content Writer (Freshers from Hyderabad only)","
Zesro Technologies Private Limited","
ï¿½ï¿½ï¿½1,40,000 - ï¿½ï¿½ï¿½1,8","Hyderabad, Telangana",Passionate about the Web and Online shopping industry.,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0BUsXevBn_kyQJs-kvIe6dbwKTJodQnIsEZIiwlh3rjZGpDZT3T5qd6iQFoPb2ZdfWTsUb1KlutoQERxcuUCHV8A_R3V7YfYB2yEnGFZXtM1Bqihm2zfukMjr1Lj-Omz0L5tzeSyHLH7pCJYxGeq2sHQR3OwyQEYmj-KZzmschOjTzA1uiF3OcNT4Vh1YIy64GUVhoMZaUh9wYmYhzUsg6HwwoBNQZ6j2-dg5AWqRTFcF0U_GmwrmxQzbMpEeeNsUPRfwq5z5j9ERFeV3N-Bg7rN36a6dLB8v0iiyoJVEn00lFsg1Z32b7cDXeb3tBpZD8iayOs9FAhJsq3T0Al3SGjK5dCPRrvU-vk1wE1oXBUENKU0MGxEqknqIqHZrbfHubETHkhrWYsv77qn4szXN36MdeTwj0QtEQ5jTcSoFCtEjye8RDAS2ybPIY7PC93-vK6xf-PdYJ5H9pHshrGrkMf&p=1&fvj=1&vjs=3
indeed,"
Front Desk Receptionist/Administrative Assistant","
PIXELS ACADEMY",,"Hyderabad, Telangana","Currently, we have an opening for Front Desk Receptionist/Administrative Assistant She will be responsible for making calls & attending visitors and givingï¿½",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0C70jkagQwK6tJB3ffV_g9HA87zDNSq28y8PK5huzmiRERzUSI_ea5Wr3Cc-9qFqC7yx6vnzt-68o6bMUQG9v1vadht76yv-o1QG9aYe6QA8TWeZz39lIZiuqCctKf3ApIVxmyeHNzDDAQ946d_TvD-DIL-DEHYtDnT_iwUuGVjWM2PKtAORzytXklxzEUq-Eaa2q_HmT3BPKBhxs6_x-2GwrSUAsQxpWfRBqp4wQkdw232vEEEYNtvnmqi41FOT02IYB16rQ4xvOwTLwq4EcyfxPvujaWlTElzOjN79cEDW6OqCzE86hawBPoHLRaYmfVUO2eFvoyfsGl4ufm59AsvMUj-gVi0d8qtVyvEiQpKsyskJeNQtvqMmu1yb6SpxH4d_Qa21Trb3ep7LeAkZIzJqdS8fdhSzGEiNKs714M-S0ApEQl26edd06HZGi9r2pUO2K70c5BPdQPme632L4gJ1zlLD21QO1I=&p=2&fvj=1&vjs=3
indeed,"
Medical Receptionist","
Bloom Hospitals, Unit of Janapareddy Hospitals, Ko...",,,Use system to manage appointments - this requires Telephone & Basic computer skills.,https://www.indeed.co.in/company/Janapareddy-hospitals/jobs/Medical-Receptionist-a770550ef4c1f27e?fccid=3a4413bb26df5ae1&vjs=3
indeed,"
Site Supervisors ï¿½ï¿½ï¿½ L","
Fortune Butterfly City",,,Responsibilities: Experience in Layouts Road & Developing.,https://www.indeed.co.in/rc/clk?jk=95df1723e5f1340b&fccid=ccf4a17146bf430c&vjs=3
indeed,"
AI&Machine Learning","
Ealpha 4Tech","
ï¿½ï¿½ï¿½10,00,000 ",,Familiarity with metrics that may be useful for measuring the effectiveness of defenses applied to an AI application.,https://www.indeed.co.in/company/Ealpha-4Tech/jobs/Ai&Machine-Learning-e3814e19f520ef4f?fccid=4ecc2453b9da407b&vjs=3
indeed,"
Regulatory advisor","
IGEN solutions","
ï¿½ï¿½ï¿½15,000 - ï¿½ï¿½ï¿½25",,"Salary: ï¿½ï¿½ï¿½15,000.00 to ï¿½ï¿½ï¿½25,00",https://www.indeed.co.in/company/IGEN-solutions/jobs/Regulatory-Advisor-d2c6c5c966a1cd53?fccid=f4c8de889f7f9fb6&vjs=3
indeed,"
ICAI ï¿½ï¿½ï¿½ Article Assistants / ","
SAIMOHN-LE ASSOCIATES",,,"ICAI ï¿½ï¿½ï¿½ Article Assistants / Clerks: Wanted a Chartered Accountant student who has sound knowledge in the areas of accounting, auditing, corporate laws, ",https://www.indeed.co.in/rc/clk?jk=7b3d8e2857294a2c&fccid=83d27c6fe244ed67&vjs=3
indeed,"
Travel & Tourism Internship","
Quikprocess Private Limited","
ï¿½ï¿½ï¿½15,000 a",,Only those students or freshers can apply who:,https://www.indeed.co.in/rc/clk?jk=6caeb5836a963870&fccid=2ac77e8797343521&vjs=3
indeed,"
Principal/Vice Principal",,,,Principals Should Be Responsible For Establishing A Schoolwide Vision Of Commitment To High Standards And The Success Of All Students.,https://www.indeed.co.in/rc/clk?jk=bfe4395589a22864&fccid=505e2904a88b02a4&vjs=3
indeed,"
External Audit - Staff",,,,If you have queries about the veracity of a job offer you have received which relates to Deloitte or would like to report a fraud with regard to job offers withï¿½,https://www.indeed.co.in/rc/clk?jk=5412b494c4aa5006&fccid=9e215d88a6b33622&vjs=3
indeed,"
Robotic Lab Assistant","
Sp Robotics Maker Lab","
ï¿½ï¿½ï¿½10,000 - ï¿½ï¿½ï¿½15",,We Are Looking For Robotics Lab Assistant To Join Our Training Facility.,https://www.indeed.co.in/rc/clk?jk=b99780aca9f4996f&fccid=381df0e9d74c5a9e&vjs=3
indeed,"
Claims associate",,,,"For you, that means working on high performance teams against sophisticated challenges that matter.",https://www.indeed.co.in/rc/clk?jk=d82736bb9ad99889&fccid=d3d3520998346837&vjs=3
indeed,"
Online Python Trainer (Female candidates only)","
Whitehat Education Technology Pvt. Ltd.","
ï¿½ï¿½ï¿½30,000 - ï¿½ï¿½ï¿½50","Hyderabad, Telangana",WhiteHat Jr provides curriculum and digital platform and trains you free as a Certified Coding Expert.,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0DeaRJ22kxg2JqrXyYf-GtO-_gK1Fzeq_EbcCN_nic61FvK2w2XEXvdTXwDDLQRWDyr0ztTlpcQ5J4Wydcp43Aoh8yng5IZfhVHau2jaKBBWnmKW8z5iXKmfcZ2_AFyRBjVhx3KVM8_57EEYzsfC0U4U1bnuwHqZOsDpu0ym-DrpnBEqmquNcFFPm9V2ldl_klS6DIC7qZNHKZriyrOt04WYViAKPVJS23RRWrc0kAzLr7nCVbkoc37gi8qQlcCRPPVj9nFJw8FMS4G65F46_qmR96kgoyXv2HPUY5_MlfGOTK_bwETVZl_bHr34rsRLHaQDJh-eHTr9CEhxpqq4CnY5TLLgm6DggNq51h3-VAXmmgTF3bV11qaQLdGrC9Wh6tOeD9UxhxkiAkUMrY69nHy1hFxRcNw9yAKkTyGr3DhKHBu-wfdKiuwaS34tLdXr9esJJBvMES2lvSIt6_WNBGzpmjz7rJ5ZO7_NroBjG7Bvc6bmBcX6_5X1EzakPNACdq6JasQt5tfo3hRiIEcGi769IgjjI22tZl-3jZRfVlWBzGpDE-NrAAq_nW5-cVFMj4=&p=13&fvj=1&vjs=3
indeed,"
Online Python Trainer (Female candidates only)","
Whitehat Education Technology Pvt. Ltd.","
ï¿½ï¿½ï¿½30,000 - ï¿½ï¿½ï¿½50","Hyderabad, Telangana",WhiteHat Jr provides curriculum and digital platform and trains you free as a Certified Coding Expert.,https://www.indeed.co.in/cmp/Whitehat-Education-Technology-Pvt.-Ltd.
indeed,"
Front Desk Receptionist/Administrative Assistant","
PIXELS ACADEMY",,"Hyderabad, Telangana","Currently, we have an opening for Front Desk Receptionist/Administrative Assistant She will be responsible for making calls & attending visitors and givingï¿½",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0C70jkagQwK6tJB3ffV_g9HA87zDNSq28y8PK5huzmiRERzUSI_ea5Wr3Cc-9qFqC7yx6vnzt-68o6bMUQG9v1vadht76yv-o1QG9aYe6QA8TWeZz39lIZiuqCctKf3ApIVxmyeHNzDDAQ946d_TvD-DIL-DEHYtDnT_iwUuGVjWBtkIIG03lcOxFir1WYwDQyMmc85SfPu3JCI6vnAizXy2OtD6UFYMaO0Xm8u9sczwApq-k9OMluSurFouXD8xX4tZDxpwPZoFw9ul7TNPhrqkOfUXk9Zl9IR3OtSXEVJx8HH4Mvy7fV6sr8kxQQ_0Xt3vSMgQaO-cC2G0F8KFrnVjIJyt3Tf8xqvg-Ju0OTXh4KBgEy1MvIJVOxWajkm-QUGyBiE66gLLHk5nNkOpfr55EOTKd3OI202UGwFnOf3RfuEbebKCn8N1437FI8GKFwfxDR3Whc-OCXOOr1VLUKIJn_Y2ke3bEU=&p=1&fvj=1&vjs=3
indeed,"
High School Physical Science","
Rainbow International School- Beeramguda, BHEL",,"Hyderabad, Telangana","Rainbow International School Beeramguda , is in need of a well qualified High School Physical Science faculty with a minimum experience of 5 years in CBSE.",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0AGUmtiy9LTdBszmlrhbZ8fSSJGHuf7KIDuD6H3YpdzZikhgsufREdBXrwGCEN0lq1E_6ScDigNKsbMCkdUfw6MgpHHz2cHuGrNkoVsaqwwFwTQXrpQZ8a7gOm1bEXdHgmcFxPTAlfIBQwSF4OkgN4UHkCqzkmpq7RpvmugusSByyJAino-_j21xU9V85dgRobGwgAI7Nnk6E3nuP1xueHK68J63CRv8fVOLE35IuDXqK-kAHr0Q6d9pIQ0R7R0cqjYQIQhOQoL2H1WTIpUDW4ZpiblEqFkDyDxigRjrB47iWt8OPSxKkr0i_Bnvar_vPPDjIPS8vFUJ6J7iXvA1P-we6k-25mWm6CsBL2bUEMnQnwqAh26e-Z2jUSfdE34WASTYFHWhbkl5yr70tPHNSj9U8djlZ5kLdSRMaAiH4Ca24UwzuYNsUEkpRfV_17qTMFBSWn7FnrWLg==&p=2&fvj=1&vjs=3
indeed,"
Office Superintendent","
XPERT FACILITY SERVICES PVT LTD","
ï¿½ï¿½ï¿½20,000 - ï¿½ï¿½ï¿½30",,Total work: 3 years (Preferred).,https://www.indeed.co.in/company/XPERT-FACILITY-MANAGEMENT-SERVICES-PVT-LTD/jobs/Office-Superintendent-f67d019813259152?fccid=093ca9c48e4a71fd&vjs=3
indeed,"
Project Officer (Elearning Operations)",,"
ï¿½ï¿½ï¿½40,000 a",,Passion for best design and a desire to develop new bold e-learning ideas.,https://www.indeed.co.in/rc/clk?jk=d7b3e5c53ad3c39a&fccid=33e509a5bcc7b9a1&vjs=3
indeed,"
Trainer","
Guruschool","
ï¿½ï¿½ï¿½15,000 - ï¿½ï¿½ï¿½3",,"GuruSchool is the initiative of EduBridge, Tata STRIVE, HSBC and Capgemini to give an opportunity for aspiring trainers to master the skill of impartingï¿½",https://www.indeed.co.in/company/GuruSchool/jobs/Trainer-4ebc42677211235a?fccid=5418b0d56040f904&vjs=3
indeed,"
Operations Ticketing fresher",,"
ï¿½ï¿½ï¿½21,000 - ï¿½ï¿½ï¿½40",,Male/female Ground Staff (Ticketing/Reservation/Baggage/Security etc.).,https://www.indeed.co.in/rc/clk?jk=faddf866e99e4d89&fccid=138d3769130977f6&vjs=3
indeed,"
Intern, Communication and Impact Analysis",,,,The team works towards furthering Teach For Indiaï¿½ï¿½ï¿½s short-term theory of change in Hyderabad and the surrounding regions by getting committed individuals,https://www.indeed.co.in/rc/clk?jk=0a7ba00efa88d611&fccid=c85e43d271f620af&vjs=3
indeed,"
Authoriser - RAO",,,,Process Excellence and Enhancements Identify and recommend measures to check unproductive volumes and cases of potential misuse of the banking systems Suggestï¿½,https://www.indeed.co.in/rc/clk?jk=2ef8826197edc714&fccid=a6fab41a2a4262c5&vjs=3
indeed,"
Hospital Billing & Insurance","
Bloom Hospitals",,,"Job Types: Full-time, Part-time, Temporary, Contract, Volunteer.",https://www.indeed.co.in/company/Janapareddy-hospitals/jobs/Hospital-Billing-Insurance-f92168ba44f77edf?fccid=3a4413bb26df5ae1&vjs=3
indeed,"
Creative Writer","
syringe web",,,"To discuss literature , films and web content across the world.",https://www.indeed.co.in/company/syringecinema/jobs/Creative-Writer-f41e34f378755618?fccid=10ff831046b0826c&vjs=3
indeed,"
Customer Service-Tele Interview-Inter To Degree","
Magus Customer Dialog","
ï¿½ï¿½ï¿½8,000 - ï¿½ï¿½ï¿½10",,We are hiring customer service executives for our company.,https://www.indeed.co.in/company/Magus-Bpo/jobs/Customer-Service-Tele-Interview-Inter-Degree-9a4b2c28d19ca9c1?fccid=462e5d57a6622d74&vjs=3
indeed,"
Sr. Bench Sales Recruiter","
Cogent IBS",,,Candidate must possess excellent written and oral communication skills.,https://www.indeed.co.in/company/COGENT-IBS/jobs/Senior-Bench-Sales-Recruiter-c20d3c1a270d7a5a?fccid=b2fe08812d384dd8&vjs=3
indeed,"
Online Tutor - Women Candidates Only","
Whitehat Education Technology Pvt. Ltd.","
ï¿½ï¿½ï¿½30,000 - ï¿½ï¿½ï¿½50","Hyderabad, Telangana",WhiteHat Jr provides curriculum and digital platform and trains you free as a Certified Early Childhood Coding Expert.,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0DeaRJ22kxg2JqrXyYf-GtO-_gK1Fzeq_EbcCN_nic61AjdWuKAJ2d2sYtX5h8KtiA66iluR0zkYHFHQV3qPGDZcCE3XL5kf-EFxDRlPP-dekuyqcD88Q6Iu7MitVLoi0c5IPeX_juZEYZ2fw4oAVc4mqQJKtbWEbQh-3dglsQaj9dJ7J29TaRdV_PJvGMNIljEfHU6t1Jz5SVoLOnkMXSyOBZzig8cltT641zRVrV63KNGxN4kRmM9m-32iaF7DNQU3K8CPM9ENAx4b-RzDcW4FY3-5rRynmKX8E4t4GP6PlR7oXtqkf_d-3bBLX5TbmbkZF9-U2f6M2Nqocd5ct-5JGMbn1jokQlFsmKlyCFH0Gn24B2D0ThdFuGRkHZTB1ygqxzcSZlbqHW0qTS7TfC21f7Nbpo2HTf3GZide540J_GaJlwStW35uvSjaO3zt27mbYAuCEr_xfOG4EZKljbmQfnFHDNq51SlLKZ3Ka8i57IAVArdtenDuT3OCZUkp-xq7I9NC2rJBFX0KUhdp1G0KHgbtMEdYQRPBagKaCbMaA==&p=13&fvj=1&vjs=3
indeed,"
Content Writer (Freshers from Hyderabad only)","
Zesro Technologies Private Limited","
ï¿½ï¿½ï¿½1,40,000 - ï¿½ï¿½ï¿½1,8","Hyderabad, Telangana",Passionate about the Web and Online shopping industry.,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0BUsXevBn_kyQJs-kvIe6dbwKTJodQnIsEZIiwlh3rjZGpDZT3T5qd6iQFoPb2ZdfWTsUb1KlutoQERxcuUCHV8A_R3V7YfYB2yEnGFZXtM1Bqihm2zfukMjr1Lj-Omz0L5tzeSyHLH7pCJYxGeq2sHQR3OwyQEYmj-KZzmschOjTzA1uiF3OcNLXAiuiLN53v2Ia0ZbPXjOb3gyAXuE9N5gWa1fL4GQ3ExGd97Q5xEC9W_ag0iPR2HyIG4VK0bA1xzPBzBW9O-jlBPbUy_ijqqo3bTpXwnC062tNSIbMqHfmh5n_EZSg466jFfKEurzNAlXJbAUhOvdkctTJYlcFGmJYgFgGXI00jaVn6zFoTOYC8YUE_m1JLUeRdusdO24bKxN5OUVWuprMboOi_YSboAb9Otsa1OLFhm0shdsuZY49TFurjHylPtR1jfMcqhbgpVhYgmkpZE8tHjtgWNwygR&p=14&fvj=1&vjs=3
indeed,"
Online Python Trainer (Female candidates only)","
Whitehat Education Technology Pvt. Ltd.","
ï¿½ï¿½ï¿½30,000 - ï¿½ï¿½ï¿½50","Hyderabad, Telangana",WhiteHat Jr provides curriculum and digital platform and trains you free as a Certified Coding Expert.,https://www.indeed.co.in/cmp/Whitehat-Education-Technology-Pvt.-Ltd.
indeed,"
Front Desk Receptionist/Administrative Assistant","
PIXELS ACADEMY",,"Hyderabad, Telangana","Currently, we have an opening for Front Desk Receptionist/Administrative Assistant She will be responsible for making calls & attending visitors and givingï¿½",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0C70jkagQwK6tJB3ffV_g9HA87zDNSq28y8PK5huzmiRERzUSI_ea5Wr3Cc-9qFqC7yx6vnzt-68o6bMUQG9v1vadht76yv-o1QG9aYe6QA8TWeZz39lIZiuqCctKf3ApIVxmyeHNzDDAQ946d_TvD-DIL-DEHYtDnT_iwUuGVjWBtkIIG03lcOszpZRhYXJY8_wAw_EbpqnZnA0aebhzkwXLnJ1p-xQyoAWVUyZbI_B3yggNvHQ6S-Ig-QTFB6iW6JlyKsRFJIz9N3OP94W7eOqZZxWpbldcaLGJeJYXth1Hou8db_42B9Zfa68A5Nmd3aeNp6qJ01oFOx6OVcP_9hqFP_Eo1P4UvzUP9DS9dtR510lPrEhb4bMxAOcXkBzlzj79Mp1MWHkz-_iTQeFtj2eDdlM4LwAaqwdjZyM61y0NQtv7wwraGHvcG2O77pJM7pxvFNjRRf7gyPDylikzBIziby6c-oWBU=&p=1&fvj=1&vjs=3
